,article_name,article_quality,country,revision_id,population
4011,Bhagat Bahadur Baduwal,Stub,Nepal,795545059,"28,039,000"
4012,Dipak Bahadur K.C.,Stub,Nepal,795545064,"28,039,000"
4013,Mohan Baidya,Stub,Nepal,795545068,"28,039,000"
4014,Sudarshan Baral,Stub,Nepal,795545072,"28,039,000"
4015,Gunakhar Basyal,Stub,Nepal,795545086,"28,039,000"
4016,Lila Kumari Bhandari,Stub,Nepal,795545088,"28,039,000"
4017,Naresh Bhandari,Stub,Nepal,795545091,"28,039,000"
4018,Sharad Singh Bhandari,Stub,Nepal,795545097,"28,039,000"
4019,Tekendra Prasad Bhatt,Stub,Nepal,795545103,"28,039,000"
4020,Lekh Raj Bhatta,Stub,Nepal,795545108,"28,039,000"
4021,Khadga Bahadur Bishwakarma,Stub,Nepal,795545123,"28,039,000"
4022,Nara Bahadur Bista,Stub,Nepal,795545125,"28,039,000"
4023,Ram Bahadur Bohara,Stub,Nepal,795545136,"28,039,000"
4024,Sita Devi Boudel,Stub,Nepal,795545139,"28,039,000"
4025,Khem Bahadur Bum,Stub,Nepal,795545146,"28,039,000"
4026,Ramcharan Chaudhari (Tharu),Stub,Nepal,795545166,"28,039,000"
4027,Rupa So.Si. Chaudhari,Stub,Nepal,795545168,"28,039,000"
4028,Sarbottam Dangol,Start,Nepal,795545171,"28,039,000"
4029,Nav Raj Dhami,Stub,Nepal,795545175,"28,039,000"
4030,Chandra Prakash Gajurel,Stub,Nepal,795545178,"28,039,000"
4031,Shiv Raj Gautam,Stub,Nepal,795545181,"28,039,000"
4032,Jaypuri Gharti,Stub,Nepal,795545184,"28,039,000"
4033,Dharma Prasad Ghimire,Stub,Nepal,795545186,"28,039,000"
4034,Sushma Sharma Ghimire,Stub,Nepal,795545189,"28,039,000"
4035,Padma Jyoti,Stub,Nepal,795545197,"28,039,000"
4036,Hari Bhakta Kandel,Start,Nepal,795545202,"28,039,000"
4037,Gauri Shankar Khadka,Stub,Nepal,795545210,"28,039,000"
4038,Gopal Kirati,Stub,Nepal,795545217,"28,039,000"
4039,Narendra Bahadur Kunwor,Stub,Nepal,795545225,"28,039,000"
4040,Chinak Kurmi,Stub,Nepal,795545231,"28,039,000"
4041,Bishwodip Lingden Limbu,Stub,Nepal,795545235,"28,039,000"
4042,Hari Raj Limbu,Stub,Nepal,795545236,"28,039,000"
4043,Krishna Bahadur Mahara,Stub,Nepal,795545244,"28,039,000"
4044,Kali Bahadur Malla,Stub,Nepal,795545246,"28,039,000"
4045,Chandra Lal Meche,Stub,Nepal,795545249,"28,039,000"
4046,Farmud Nadaf,Stub,Nepal,795545251,"28,039,000"
4047,Satya Pahadi,Stub,Nepal,795545255,"28,039,000"
4048,Tilak Pariyar,Stub,Nepal,795545256,"28,039,000"
4049,Govinda Paudel,Stub,Nepal,795545257,"28,039,000"
4050,Purna Prasad Rajbansi,Stub,Nepal,795545267,"28,039,000"
4051,Top Bahadur Rayamajhi,Stub,Nepal,795545269,"28,039,000"
4052,Sarala Regmi,Stub,Nepal,795545272,"28,039,000"
4053,Hari Roka,Stub,Nepal,795545275,"28,039,000"
4054,Jun Kumari Roka (Oli),Stub,Nepal,795545279,"28,039,000"
4055,Bhakta Bahadur Shah,Stub,Nepal,795545287,"28,039,000"
4056,Dina Nath Sharma,Stub,Nepal,795545295,"28,039,000"
4057,Janardhan Sharma,Stub,Nepal,795545296,"28,039,000"
4058,Uma Kant Sharma,Stub,Nepal,795545297,"28,039,000"
4059,Narayan Kaji Shrestha,Start,Nepal,795545300,"28,039,000"
4060,Lila Kumari Bagale Somai,Stub,Nepal,795545302,"28,039,000"
4061,Purna Kumari Subedi,Stub,Nepal,795545308,"28,039,000"
4062,Surya Man Dong Tamang,Stub,Nepal,795545312,"28,039,000"
4063,Chandra Bahadur Thapa,Stub,Nepal,795545313,"28,039,000"
4064,Puran Rana Tharu,Stub,Nepal,795545317,"28,039,000"
4065,Santa Kumar Tharu,Stub,Nepal,795545320,"28,039,000"
4066,Padma Ratna Tuladhar,Stub,Nepal,795545322,"28,039,000"
4067,Ghan Shyam Yadav Ahir,Stub,Nepal,795545325,"28,039,000"
4068,Hisila Yami,Start,Nepal,795545327,"28,039,000"
4069,Ganesh Pandey,Stub,Nepal,795733517,"28,039,000"
4070,Renu Chand (Bhatt),Stub,Nepal,796003172,"28,039,000"
4071,Bir Man Chaudhari,Stub,Nepal,796004114,"28,039,000"
4072,Bishnu Prasad Chaudhari Tharu,Stub,Nepal,796004417,"28,039,000"
4073,Devi Lal Chaudhari,Stub,Nepal,796004601,"28,039,000"
4074,Krishna Kumar Chaudhari,Stub,Nepal,796004910,"28,039,000"
4075,Ishwor Pokhrel,Start,Nepal,796077511,"28,039,000"
4076,Ujwal Thapa,Stub,Nepal,796263609,"28,039,000"
4077,Janak Kumari Chalise,Stub,Nepal,796758612,"28,039,000"
4078,Kashi Paudel,Stub,Nepal,797028909,"28,039,000"
4079,Shailendra Kumar Upadhyaya,Stub,Nepal,797037642,"28,039,000"
4080,Subash Chandra Nembang,Start,Nepal,797258929,"28,039,000"
4081,Bhagwan Das Gupta,Stub,Nepal,797340061,"28,039,000"
4082,Mirza Dilshad Beg,B,Nepal,797358306,"28,039,000"
4083,Khagaraj Adhikari,Stub,Nepal,797737282,"28,039,000"
4084,Chandeshwor Jha,Stub,Nepal,798391286,"28,039,000"
4085,Karn Jit Budhathoki,Stub,Nepal,798499030,"28,039,000"
4086,Dama Kumari Sharma,Stub,Nepal,798740082,"28,039,000"
4087,Damodar Chaudhary,Stub,Nepal,798761142,"28,039,000"
4088,Dan Bahadur Kurmi,Stub,Nepal,798768262,"28,039,000"
4089,Bimalendra Nidhi,Start,Nepal,799041422,"28,039,000"
4090,Raju Khanal,Stub,Nepal,799471805,"28,039,000"
4091,Dharma Ratna Yami,C,Nepal,799796782,"28,039,000"
4092,Dharma Sila Chapagain,Stub,Nepal,799796850,"28,039,000"
4093,Dhokal Singh Basnyat,Stub,Nepal,799804010,"28,039,000"
4094,Rabindra Prasad Adhikari,Stub,Nepal,799872791,"28,039,000"
4095,Taranath Ranabhat,Stub,Nepal,799875035,"28,039,000"
4096,Raj Bahadur Budha,Stub,Nepal,799879889,"28,039,000"
4097,Rajeshwor Devkota,Stub,Nepal,799880466,"28,039,000"
4098,Dil Bahadur Lama,C,Nepal,799935568,"28,039,000"
4099,Onsari Gharti Magar,Stub,Nepal,799936907,"28,039,000"
4100,Bijay Kumar Gachhadar,Start,Nepal,800080183,"28,039,000"
4101,Sukra Raj Sonyok (Songyokpa),Stub,Nepal,800271759,"28,039,000"
4102,Durga Kumari B.K.,Stub,Nepal,800426004,"28,039,000"
4103,Sunil Babu Pant,C,Nepal,800722705,"28,039,000"
4104,Tek Bahadur Basnet,Stub,Nepal,800770669,"28,039,000"
4105,Gajendra Narayan Singh,Start,Nepal,800819741,"28,039,000"
4106,Gopal Gurung,Stub,Nepal,800996019,"28,039,000"
4107,Smriti Narayan Chaudhari,Stub,Nepal,801333359,"28,039,000"
4108,Anil Kumar Jha,Stub,Nepal,801388043,"28,039,000"
4109,Narendra Bahadur Bum,Stub,Nepal,801633800,"28,039,000"
4110,Women's representation in the Parliament of Nepal,C,Nepal,801943910,"28,039,000"
4111,Laxmilal Chaudhary,Stub,Nepal,802067300,"28,039,000"
4112,Phulmati Devi Chaudhari,Stub,Nepal,802070378,"28,039,000"
4113,Tanka Prasad Acharya,Start,Nepal,802377774,"28,039,000"
4114,Mahesh Basnet,Start,Nepal,802513205,"28,039,000"
4115,Yadav Pant,Stub,Nepal,802656262,"28,039,000"
4116,Diamond Shumsher Rana,Start,Nepal,803171517,"28,039,000"
4117,Ranajit Pande,Stub,Nepal,803373329,"28,039,000"
4118,Rajeev Jha,C,Nepal,803406857,"28,039,000"
4119,Pashupati Shamsher Jang Bahadur Rana,Stub,Nepal,803503382,"28,039,000"
4120,Yam Lal Kandel,Stub,Nepal,803550981,"28,039,000"
4121,Sant Kumar Tharu,Stub,Nepal,803551005,"28,039,000"
4122,Laxman Dutta Joshi,Stub,Nepal,803551013,"28,039,000"
4123,Shankar Bahadur Khadka,Stub,Nepal,803551089,"28,039,000"
4124,Bhanu Bhakta Joshi,Stub,Nepal,803552116,"28,039,000"
4125,Ram Karki,Stub,Nepal,803770181,"28,039,000"
4126,Queen Tripurasundari of Nepal,Start,Nepal,803873640,"28,039,000"
4127,Palten Gurung,Stub,Nepal,804037480,"28,039,000"
4128,Mohan Bahadur Basnet,Stub,Nepal,804042739,"28,039,000"
4129,Queen Aishwarya of Nepal,C,Nepal,804236903,"28,039,000"
4130,Rajendra Kharel,Stub,Nepal,804536034,"28,039,000"
4131,Gagan Singh Bhandari,Start,Nepal,804630130,"28,039,000"
4132,Thapa dynasty,C,Nepal,804898732,"28,039,000"
4133,Rana Jang Pande,C,Nepal,804898881,"28,039,000"
4134,Mathabarsingh Thapa,C,Nepal,805259105,"28,039,000"
4135,Shashanka Koirala,Stub,Nepal,805346950,"28,039,000"
4136,Gehendra Bahadur Rajbhandari,Stub,Nepal,805365142,"28,039,000"
4137,Sushila Karki,Start,Nepal,805576130,"28,039,000"
4138,Juddha Shumsher Jang Bahadur Rana,Stub,Nepal,805749753,"28,039,000"
4139,Padma Shumsher Jang Bahadur Rana,Stub,Nepal,805750419,"28,039,000"
4140,Minendra Rijal,Stub,Nepal,805799545,"28,039,000"
4141,Ranju Darshana,Start,Nepal,805877369,"28,039,000"
4142,Kirti Nidhi Bista,Stub,Nepal,805933608,"28,039,000"
4143,Lokendra Bahadur Chand,Stub,Nepal,805933679,"28,039,000"
4144,Pushpa Kamal Dahal,B,Nepal,805933832,"28,039,000"
4145,Krishna Prasad Bhattarai,C,Nepal,805935219,"28,039,000"
4146,Tulsi Giri,Start,Nepal,805935719,"28,039,000"
4147,Marich Man Singh Shrestha,Start,Nepal,805935806,"28,039,000"
4148,Man Mohan Adhikari,Start,Nepal,805935902,"28,039,000"
4149,Kunwar Inderjit Singh,Start,Nepal,805936167,"28,039,000"
4150,Dev Shumsher Jang Bahadur Rana,C,Nepal,805936286,"28,039,000"
4151,Madan Bhandari,C,Nepal,806080630,"28,039,000"
4152,Dilli Raman Regmi,C,Nepal,806312831,"28,039,000"
4153,Prakash Chandra Lohani,Start,Nepal,806439588,"28,039,000"
4154,Bidya Sundar Shakya,Stub,Nepal,806468208,"28,039,000"
4155,Ranodip Singh Kunwar,C,Nepal,806788025,"28,039,000"
4156,Mohan Baral,Stub,Nepal,806868469,"28,039,000"
4157,Rajanra KC,Stub,Nepal,806975273,"28,039,000"
4158,Pampha Bhusal,C,Nepal,807147148,"28,039,000"
4159,Khadga Prasad Oli,C,Nepal,807157479,"28,039,000"
4160,Rishi Devkota,Stub,Nepal,807157750,"28,039,000"
4161,Gyan Kumari Chantyal,Stub,Nepal,807227907,"28,039,000"
4162,Lucky Sherpa,Start,Nepal,807305558,"28,039,000"
4163,Suresh Ale Magar,Start,Nepal,807322037,"28,039,000"
4164,Bal Chandra Poudel,Start,Nepal,807359562,"28,039,000"
4165,Template:SriLanka-politician-stub,Stub,Sri Lanka,394580993,"20,868,800"
4166,Template:SriLanka-mayor-stub,Stub,Sri Lanka,443632023,"20,868,800"
4167,Template:SriLanka-activist-stub,Stub,Sri Lanka,535446127,"20,868,800"
4168,List of Sri Lankan politicians,Start,Sri Lanka,648048611,"20,868,800"
4169,Kumaraswamy Nandagopan,Stub,Sri Lanka,698946168,"20,868,800"
4170,V. Sivayogan,Stub,Sri Lanka,698946169,"20,868,800"
4171,P. Ariyaratnam,Start,Sri Lanka,698947539,"20,868,800"
4172,V. Edirmannasingham,Stub,Sri Lanka,698947672,"20,868,800"
4173,K. Vignarajah,Stub,Sri Lanka,698947841,"20,868,800"
4174,M. Manickam,Stub,Sri Lanka,698948097,"20,868,800"
4175,S. R. P. Sraiva,Stub,Sri Lanka,698948150,"20,868,800"
4176,S. Pasupathipillai,Stub,Sri Lanka,699090098,"20,868,800"
4177,Ananda Kumarasiri,Stub,Sri Lanka,699090515,"20,868,800"
4178,Template:First Ladies of Sri Lanka,Stub,Sri Lanka,707820650,"20,868,800"
4179,Jayanthi Pushpa Kumari,Stub,Sri Lanka,710816604,"20,868,800"
4180,European Radicals in Sri Lanka,Stub,Sri Lanka,716864173,"20,868,800"
4181,N. Indirakumar,Start,Sri Lanka,722675400,"20,868,800"
4182,Vinthan Kanagaratnam,Start,Sri Lanka,722675444,"20,868,800"
4183,R. Indrarajah,Stub,Sri Lanka,722676878,"20,868,800"
4184,T. Raviharan,Stub,Sri Lanka,722677260,"20,868,800"
4185,R. Thurairatnam,Start,Sri Lanka,722677486,"20,868,800"
4186,Hugh Cleghorn (colonial administrator),Start,Sri Lanka,744047617,"20,868,800"
4187,Panagoda Maheswaran,Stub,Sri Lanka,748123297,"20,868,800"
4188,Pon Sivapalan,Stub,Sri Lanka,752955986,"20,868,800"
4189,Maheswary Velautham,Stub,Sri Lanka,753293620,"20,868,800"
4190,Niluka Ekanayake,Stub,Sri Lanka,756827676,"20,868,800"
4191,Evadne de Silva,Stub,Sri Lanka,757562160,"20,868,800"
4192,List of Mayors of Kandy,Start,Sri Lanka,758203056,"20,868,800"
4193,First Lady of Sri Lanka,Start,Sri Lanka,759864025,"20,868,800"
4194,Surangani Ellawala,Stub,Sri Lanka,765027027,"20,868,800"
4195,P. Coomaraswamy,Start,Sri Lanka,765111299,"20,868,800"
4196,Ven Kirantidiye Pannasekera,Stub,Sri Lanka,767817179,"20,868,800"
4197,Charles Edmund Wilkinson,Start,Sri Lanka,768609609,"20,868,800"
4198,List of Mayors of Galle,Start,Sri Lanka,773280622,"20,868,800"
4199,Viraj Mendis,Stub,Sri Lanka,774564930,"20,868,800"
4200,K. Swami Veerabahu,Start,Sri Lanka,777946947,"20,868,800"
4201,K. T. Linganathan,Start,Sri Lanka,777947056,"20,868,800"
4202,List of Mayors of Batticaloa,Stub,Sri Lanka,781027117,"20,868,800"
4203,Chanaka Amaratunga,C,Sri Lanka,781103025,"20,868,800"
4204,M. Nadarajah,Stub,Sri Lanka,782696525,"20,868,800"
4205,M. Thiyagarajah,Stub,Sri Lanka,782701102,"20,868,800"
4206,Mary Kamala Gunaseelan,Start,Sri Lanka,783808532,"20,868,800"
4207,Upatissa Gamanayake,Start,Sri Lanka,784854380,"20,868,800"
4208,A. Paranjothy,Stub,Sri Lanka,787146965,"20,868,800"
4209,Kumar Ponnambalam,GA,Sri Lanka,787349924,"20,868,800"
4210,K. Sayanthan,Stub,Sri Lanka,787441750,"20,868,800"
4211,H. B. Herath,Start,Sri Lanka,787546502,"20,868,800"
4212,Tissanayagam family,B,Sri Lanka,788788941,"20,868,800"
4213,Bandula Lal Bandarigoda,Stub,Sri Lanka,788954120,"20,868,800"
4214,C. Chandrakanthan,Stub,Sri Lanka,788954236,"20,868,800"
4215,Cassim Faizal,Stub,Sri Lanka,788954247,"20,868,800"
4216,G. Krishnapillai,Stub,Sri Lanka,788954676,"20,868,800"
4217,Hasen Ali,Stub,Sri Lanka,788954901,"20,868,800"
4218,Hunais Farook,Stub,Sri Lanka,788954944,"20,868,800"
4219,Hussein Ahamed Bhaila,Stub,Sri Lanka,788954950,"20,868,800"
4220,K. Kodeeswaran,Start,Sri Lanka,788955283,"20,868,800"
4221,M. H. Cegu Isadean,Stub,Sri Lanka,788957932,"20,868,800"
4222,M. H. M. Navavi,Stub,Sri Lanka,788957954,"20,868,800"
4223,Mahindananda Aluthgamage,Stub,Sri Lanka,788958342,"20,868,800"
4224,Mohamed Rajabdeen,Stub,Sri Lanka,788958628,"20,868,800"
4225,Mujibur Rahman (Sri Lankan politician),Stub,Sri Lanka,788958654,"20,868,800"
4226,Nimalan Soundaranayagam,Start,Sri Lanka,788958871,"20,868,800"
4227,P. Radhakrishnan,Stub,Sri Lanka,788959027,"20,868,800"
4228,S. Jeyanandamoorthy,Start,Sri Lanka,788961138,"20,868,800"
4229,S. Nijamudeen,Start,Sri Lanka,788961201,"20,868,800"
4230,Saidulla Marikkar,Stub,Sri Lanka,788961926,"20,868,800"
4231,Soma Kumari Tennakoon,Stub,Sri Lanka,788962638,"20,868,800"
4232,T. Maheswaran,C,Sri Lanka,788962783,"20,868,800"
4233,T. Thangavadivel,Stub,Sri Lanka,788962797,"20,868,800"
4234,Thangeswary Kathiraman,Stub,Sri Lanka,788962861,"20,868,800"
4235,Thanmanpillai Kanagasabai,Stub,Sri Lanka,788962873,"20,868,800"
4236,V. Puththirasigamoney,Stub,Sri Lanka,788963085,"20,868,800"
4237,Wijepala Hettiarachchi,Stub,Sri Lanka,788963302,"20,868,800"
4238,A. Amirthalingam,C,Sri Lanka,788964047,"20,868,800"
4239,A. L. Abdul Majeed,Start,Sri Lanka,788964175,"20,868,800"
4240,A. R. A. M. Abubucker,Stub,Sri Lanka,788964183,"20,868,800"
4241,A. Sivasunderam,Stub,Sri Lanka,788964196,"20,868,800"
4242,A. U. Romanis,Stub,Sri Lanka,788964212,"20,868,800"
4243,Arumugam Thondaman,Start,Sri Lanka,788964395,"20,868,800"
4244,D. M. Dassanayake,Stub,Sri Lanka,788964606,"20,868,800"
4245,G. Karunakaran,Stub,Sri Lanka,788964797,"20,868,800"
4246,Gamini Lokuge,Start,Sri Lanka,788964868,"20,868,800"
4247,J. Thiviyanathan,Stub,Sri Lanka,788965065,"20,868,800"
4248,Jeyaraj Fernandopulle,C,Sri Lanka,788965166,"20,868,800"
4249,Lakshman Jayakody,Start,Sri Lanka,788965406,"20,868,800"
4250,M. Alalasundaram,C,Sri Lanka,788965644,"20,868,800"
4251,M. M. Zuhair,Stub,Sri Lanka,788965912,"20,868,800"
4252,Nalanda Ellawala,Start,Sri Lanka,788966157,"20,868,800"
4253,Nanda Gunasinghe,Start,Sri Lanka,788966160,"20,868,800"
4254,P. Ganeshalingam,Stub,Sri Lanka,788966286,"20,868,800"
4255,P. Manicavasagam,Stub,Sri Lanka,788966333,"20,868,800"
4256,Prince Casinader,Stub,Sri Lanka,788966472,"20,868,800"
4257,R. Kuhaneswaran,Stub,Sri Lanka,788966480,"20,868,800"
4258,S. M. Manickarajah,Stub,Sri Lanka,788966833,"20,868,800"
4259,S. Sivamaharajah,C,Sri Lanka,788966874,"20,868,800"
4260,Sam Tambimuttu,Start,Sri Lanka,788966932,"20,868,800"
4261,T. Ahambaram,Stub,Sri Lanka,788967070,"20,868,800"
4262,T. Rasalingam,Stub,Sri Lanka,788967110,"20,868,800"
4263,V. Balachandran (Sri Lankan politician),Start,Sri Lanka,788967330,"20,868,800"
4264,V. Dharmalingam,GA,Sri Lanka,788967341,"20,868,800"
4265,V. Yogeswaran,C,Sri Lanka,788967390,"20,868,800"
4266,A. Thiagarajah,Start,Sri Lanka,788967845,"20,868,800"
4267,B. Neminathan,Stub,Sri Lanka,788967848,"20,868,800"
4268,C. X. Martyn,Start,Sri Lanka,788967858,"20,868,800"
4269,P. R. Selvanayagam,Stub,Sri Lanka,788967889,"20,868,800"
4270,S. Thambirajah,Stub,Sri Lanka,788967908,"20,868,800"
4271,M. Satchithanandan,Stub,Sri Lanka,789250425,"20,868,800"
4272,Dimuthu Bandara Abayakoon,Stub,Sri Lanka,789298061,"20,868,800"
4273,Ossie Abeygunasekera,Start,Sri Lanka,789298086,"20,868,800"
4274,W. D. S. Abeygoonawardena,Stub,Sri Lanka,789298114,"20,868,800"
4275,Shantha Abeysekara,Stub,Sri Lanka,789298123,"20,868,800"
4276,Vajira Abeywardena,Stub,Sri Lanka,789298135,"20,868,800"
4277,Mahinda Yapa Abeywardena,Start,Sri Lanka,789298143,"20,868,800"
4278,M. L. Ahamed Fareeth,Stub,Sri Lanka,789298152,"20,868,800"
4279,Lasantha Alagiyawanna,Stub,Sri Lanka,789298161,"20,868,800"
4280,Sujatha Alahakoon,Stub,Sri Lanka,789298169,"20,868,800"
4281,Dullas Alahapperuma,Stub,Sri Lanka,789298178,"20,868,800"
4282,Tiran Alles,Stub,Sri Lanka,789298186,"20,868,800"
4283,Ananda Aluthgamage,Stub,Sri Lanka,789298191,"20,868,800"
4284,Ranjith Aluwihare,Stub,Sri Lanka,789298197,"20,868,800"
4285,Wasantha Aluwihare,Stub,Sri Lanka,789298208,"20,868,800"
4286,Kotapola Amarakitti Thero,Stub,Sri Lanka,789298221,"20,868,800"
4287,John Amaratunga,Start,Sri Lanka,789298234,"20,868,800"
4288,Hector Appuhamy,Stub,Sri Lanka,789298269,"20,868,800"
4289,Lakshman Nipuna Arachchi,Stub,Sri Lanka,789298272,"20,868,800"
4290,M. W. Aruna Pradeep,Stub,Sri Lanka,789298277,"20,868,800"
4291,Ferial Ashraff,Start,Sri Lanka,789298309,"20,868,800"
4292,D. P. Atapattu,Stub,Sri Lanka,789298329,"20,868,800"
4293,A. L. M. Athaullah,Stub,Sri Lanka,789298337,"20,868,800"
4294,Tissa Attanayake,Start,Sri Lanka,789298359,"20,868,800"
4295,Dharmadasa Banda,Start,Sri Lanka,789298390,"20,868,800"
4296,Y. M. Nawaratna Banda,Stub,Sri Lanka,789298396,"20,868,800"
4297,Nalin Bandara,Stub,Sri Lanka,789298401,"20,868,800"
4298,Pandu Bandaranaike,Stub,Sri Lanka,789298439,"20,868,800"
4299,Tharanath Basnayaka,Stub,Sri Lanka,789298456,"20,868,800"
4300,Bandula Basnayake,Stub,Sri Lanka,789298465,"20,868,800"
4301,Ramalingam Chandrasekar,Stub,Sri Lanka,789298504,"20,868,800"
4302,S. M. Chandrasena,Stub,Sri Lanka,789298507,"20,868,800"
4303,Wijaya Dahanayake,Stub,Sri Lanka,789298534,"20,868,800"
4304,Mohan De Silva (politician),Stub,Sri Lanka,789298608,"20,868,800"
4305,Nimal Siripala de Silva,Start,Sri Lanka,789298623,"20,868,800"
4306,M. P. de Zoysa,Start,Sri Lanka,789298634,"20,868,800"
4307,Uduwe Dhammaloka,Stub,Sri Lanka,789298640,"20,868,800"
4308,Dharmasiri Senanayake,Stub,Sri Lanka,789298644,"20,868,800"
4309,Berty Premalal Dissanayake,Stub,Sri Lanka,789298656,"20,868,800"
4310,Lalith Dissanayake,Stub,Sri Lanka,789298679,"20,868,800"
4311,Weerakumara Dissanayake,Stub,Sri Lanka,789298704,"20,868,800"
4312,Rohana Dissanayake,Stub,Sri Lanka,789298706,"20,868,800"
4313,Salinda Dissanayake,Stub,Sri Lanka,789298732,"20,868,800"
4314,W. M. P. B. Dissanayake,Stub,Sri Lanka,789298738,"20,868,800"
4315,Wimalaweera Dissanayake,Stub,Sri Lanka,789298743,"20,868,800"
4316,Harindra Dunuwille,Start,Sri Lanka,789298752,"20,868,800"
4317,Nandimithra Ekanayake,Start,Sri Lanka,789298761,"20,868,800"
4318,Sarath Ekanayake,Stub,Sri Lanka,789298768,"20,868,800"
4319,T. B. Ekanayake,Stub,Sri Lanka,789298773,"20,868,800"
4320,W. B. Ekanayake,Stub,Sri Lanka,789298780,"20,868,800"
4321,Mohan Ellawala,Start,Sri Lanka,789298788,"20,868,800"
4322,Eraj Ravindra Fernando,Stub,Sri Lanka,789298799,"20,868,800"
4323,Harin Fernando,Start,Sri Lanka,789298805,"20,868,800"
4324,Johnston Fernando,Start,Sri Lanka,789298813,"20,868,800"
4325,Leo Fernando,Start,Sri Lanka,789298822,"20,868,800"
4326,Milroy Fernando,Stub,Sri Lanka,789298831,"20,868,800"
4327,Nihal Galappaththi,Stub,Sri Lanka,789298896,"20,868,800"
4328,Chandima Gamage,Stub,Sri Lanka,789298906,"20,868,800"
4329,Piyasena Gamage,Stub,Sri Lanka,789298920,"20,868,800"
4330,Siripala Gamalath,Stub,Sri Lanka,789298930,"20,868,800"
4331,Monty Gopallawa,Stub,Sri Lanka,789298947,"20,868,800"
4332,Sarath Kumara Gunaratna,Start,Sri Lanka,789298969,"20,868,800"
4333,C. V. Gunaratne,Start,Sri Lanka,789298979,"20,868,800"
4334,Deepal Gunasekara,Stub,Sri Lanka,789298982,"20,868,800"
4335,Earl Gunasekara,Stub,Sri Lanka,789298989,"20,868,800"
4336,Edward Gunasekara,Stub,Sri Lanka,789298993,"20,868,800"
4337,Hemal Gunasekara,Stub,Sri Lanka,789299001,"20,868,800"
4338,R. M. Padma Udhaya Shantha Gunasekera,Stub,Sri Lanka,789299011,"20,868,800"
4339,Gitanjana Gunawardena,Stub,Sri Lanka,789299051,"20,868,800"
4340,M. H. A. Haleem,Stub,Sri Lanka,789299076,"20,868,800"
4341,Abdul Cader Shahul Hameed,Stub,Sri Lanka,789299087,"20,868,800"
4342,Sunil Handunnetti,Stub,Sri Lanka,789299091,"20,868,800"
4343,P. Harrison,Stub,Sri Lanka,789299112,"20,868,800"
4344,Kabir Hashim,Start,Sri Lanka,789299122,"20,868,800"
4345,Jayarathna Herath,Stub,Sri Lanka,789299135,"20,868,800"
4346,Renuka Herath,Stub,Sri Lanka,789299157,"20,868,800"
4347,Samansiri Herath,Stub,Sri Lanka,789299163,"20,868,800"
4348,Vijitha Herath,Stub,Sri Lanka,789299169,"20,868,800"
4349,Sanjeewa Hulangamuwa,Start,Sri Lanka,789299179,"20,868,800"
4350,Mansoor Ibrahim,Stub,Sri Lanka,789299197,"20,868,800"
4351,Indika Anuruddha,Stub,Sri Lanka,789299221,"20,868,800"
4352,Achala Jagodage,Stub,Sri Lanka,789299234,"20,868,800"
4353,Sisira Jayakody,Start,Sri Lanka,789299237,"20,868,800"
4354,Sidney Jayarathna,Stub,Sri Lanka,789299243,"20,868,800"
4355,Premalal Jayasekara,Stub,Sri Lanka,789299265,"20,868,800"
4356,J. P. Jayasena,Stub,Sri Lanka,789299277,"20,868,800"
4357,Sumedha Jayasena,Start,Sri Lanka,789299279,"20,868,800"
4358,N. D. N. P. Jayasinghe,Stub,Sri Lanka,789299296,"20,868,800"
4359,Ukwatte Jayasundera,Stub,Sri Lanka,789299301,"20,868,800"
4360,Siritunga Jayasuriya,Stub,Sri Lanka,789299349,"20,868,800"
4361,Nalinda Jayatissa,Stub,Sri Lanka,789299367,"20,868,800"
4362,Lucky Jayawardena,Start,Sri Lanka,789299395,"20,868,800"
4363,Valentine S. Jayawickrema,Stub,Sri Lanka,789299407,"20,868,800"
4364,S. Jegadhiswaran,Stub,Sri Lanka,789299423,"20,868,800"
4365,M. D. Namal Karunaratne,Stub,Sri Lanka,789299479,"20,868,800"
4366,Lakshman Kiriella,Start,Sri Lanka,789299520,"20,868,800"
4367,Jinadasa Kitulagoda,Stub,Sri Lanka,789299534,"20,868,800"
4368,Sanee Rohana Kodithuvakku,Stub,Sri Lanka,789299542,"20,868,800"
4369,Nalaka Kolonne,Stub,Sri Lanka,789299556,"20,868,800"
4370,Nirmala Kotalawala,Stub,Sri Lanka,789299561,"20,868,800"
4371,Gladwin Kotelawala,Start,Sri Lanka,789299573,"20,868,800"
4372,Ajith Kumara,Stub,Sri Lanka,789299583,"20,868,800"
4373,Buddhika Kurukularatne,Start,Sri Lanka,789299602,"20,868,800"
4374,K. D. Lalkantha,Stub,Sri Lanka,789299606,"20,868,800"
4375,Nimal Lanza,Stub,Sri Lanka,789299608,"20,868,800"
4376,G. D. Mahindasoma,Stub,Sri Lanka,789299617,"20,868,800"
4377,Weerasinghe Mallimarachchi,Start,Sri Lanka,789299634,"20,868,800"
4378,Pemasiri Manage,Stub,Sri Lanka,789299636,"20,868,800"
4379,Ajith Mannapperuma,Stub,Sri Lanka,789299638,"20,868,800"
4380,Dushmantha Mithrapala,Stub,Sri Lanka,789299668,"20,868,800"
4381,Mangala Moonesinghe,Start,Sri Lanka,789299690,"20,868,800"
4382,Mohamed Musthaffa,Stub,Sri Lanka,789299739,"20,868,800"
4383,Nishantha Muthuhettigamage,Stub,Sri Lanka,789299744,"20,868,800"
